ID,직종,세부직종,직무태그,근무경력,근무형태,근무지역,출신대학,대학전공,어학시험,자격증,대학성적
SID204606,경영·기획·회계·사무,무역·수출입·운송사무,"해외영업,무역사무,수출입관리,영어업무,번한 리플렛 작업",0개월,,"서울,서울,경기",동덕여자대학교,경영학과,TOEIC,有,70.0
SID20461,재료·화학·섬유·의복,섬유·의복,"영업관리 , MD,무역",0개월,,"부산,서울,",동아대학교,의류학과,,無,80.0
SID204650,경영·기획·회계·사무,물류·유통관리,물류,0개월,정규직,"경기,경기,경기",한성대학교,멀티미디어정보처리,,無,50.0
SID204720,재료·화학·섬유·의복,제약·의약,영업,0개월,,"서울,,",성균관대학교,생물학과,,無,50.0
SID204781,디자인,의류·패션·잡화디자인,패션디자인,7년 7개월,정규직,"서울,,",중앙대학교,의류학과,,有,80.0
SID204802,영업·판매·TM,영업·영업기획,음반 마케팅,0개월,,"서울,강원,",상지대학교,경영학,,有,60.0
SID204889,경영·기획·회계·사무,무역·수출입·운송사무,영어,0개월,,"서울,인천,경기",목포대학교,인류학,,無,70.0
SID204906,경영·기획·회계·사무,경리·회계,,2년 4개월,,"부산,경남,서울",동아대학교,경영학부(회계학),,有,70.0
SID204943,영업·판매·TM,영업·영업기획,"영업경력6개월,toeic 720",0개월,,"서울,경기,전국",경기대학교,경제,,無,80.0
SID204966,IT·게임,웹프로그래머,웹프로그램머_한규현,0개월,,"서울,경기,",세명대학교,컴퓨터 응용 물리,,有,70.0
SID204975,경영·기획·회계·사무,경영·기획·전략,"경영전략수립,재무기획,신규사업기획,구조조정,투자타당성검토,프로세스개선,애널리스트",15년 1개월,정규직,"서울,부산,미국",연세대학교,세라믹공, ,有,60.0
SID205015,경영·기획·회계·사무,생산관리·품질관리·품질보증,생산관리,0개월,,"서울,경기,인천",수원대학교,산업공학과,,無,70.0
SID205019,경영·기획·회계·사무,사무·총무·법무,일본어,0개월,,"서울,경기,",중앙대학교,독문학과,JLPT,有,60.0
SID205123,영업·판매·TM,기술영업,정보통신영업임원,22년 11개월,정규직,"서울,경기,경기",연세대학교,기계공학, ,無,70.0
SID205159,경영·기획·회계·사무,기타 경영·기획·회계·사무,"일반사무,사무관리,영업지원사무,인사,총무,회계",0개월,,"서울,인천,",성신여자대학교,경영학,,無,80.0
SID20517,경영·기획·회계·사무,생산관리·품질관리·품질보증,"품질관리,생산기술,구매",0개월,,"서울,인천,경기",광주대학교,전자계산학과,,無,70.0
SID205173,문화·예술·신문·방송,영상·음향·사진·카메라,"편집 , 출판 , 문서관리 ,",0개월,,"서울,서울,서울",성균관대학교,건축공학,,有,60.0
SID205176,경영·기획·회계·사무,경리·회계,금융,0개월,,"서울,경기,경기",전주대학교,무역학,,無,90.0
SID205229,재료·화학·섬유·의복,화학·화공,"일본어, photoshop",0개월,,"서울,경기,일본",성균관대학교,화학공학,,無,80.0
SID205270,경영·기획·회계·사무,생산관리·품질관리·품질보증,"Quality,",0개월,,"서울,경기,해외",인천대학교,기계공학과,TOEIC,無,60.0
SID205299,IT·게임,"응용프로그래머(Unix,Linux,Java)","FW,SW,C,VC++,VB",2년 8개월,,"서울,경기,인천",군산대학교,전기,,有,70.0
SID2053,경영·기획·회계·사무,비서·인포메이션·수행·안내,"전문비서,비서",0개월,,"서울,,",성신여자대학교,지리학,,無,80.0
SID205321,재료·화학·섬유·의복,화학·화공,"플랜트,공정,프로젝트",12년 2개월,정규직,"서울,경기,해외",연세대학교,화학공학,,無,60.0
SID205325,영업·판매·TM,해외영업,"해외영업,영업관리,전자,display,수출입",8년 4개월,정규직,"서울,일본,일본",성균관대학교,아동학과,,無,70.0
SID205353,경영·기획·회계·사무,물류·유통관리,"문서작성,파워포인트",11년 3개월,정규직,"광주,전국,기타",광주대학교,도시공학과,,有,50.0
SID205467,경영·기획·회계·사무,마케팅·마케팅기획,"상품기획,마케팅",2년 5개월,,"서울,경기,",수원대학교,환경공학과,,有,70.0
SID205535,경영·기획·회계·사무,상담·고객지원,"일본어, 일반사무, 무역",0개월,,"서울,경기,부산",동의대학교,일어일문,JLPT,無,90.0
SID205561,전문·교육·자격,기타 전문·교육·자격,"관리, 고객지원",0개월,,"서울,경기,",동덕여자대학교,정보통신,,無,80.0
SID205576,경영·기획·회계·사무,마케팅·마케팅기획,"광고, 프로모션, 마케팅, 인터넷, 모바일",0개월,,"서울,,",성균관대학교,경영학,,無,80.0
SID205645,영업·판매·TM,해외영업,"해외영업,무역,마케팅",6년 7개월,정규직,"서울,전북,대전",군산대학교,해양학,,無,70.0
SID205687,전문·교육·자격,외국어·번역·통역,"일본어,사무,공공기관,무역,통역,번역,문서작성",0개월,,"서울,일본,제주",제주대학교,일어일문,JPT,有,80.0
SID20579,디자인,그래픽디자인·CG,"서버관리자,웹프로그래밍,PHP,ASP,JSP,CGI,Oracle,MySQL,Winnt,프리미어,AfterEffect,포토샵,멀티미디어,3DStudioMAX,Linux,Unix,FreeBSD,일러스트레이터,플래시,웹보안,웹서버",0개월,,"전북,서울,경기",전주대학교,전자물리,,無,60.0
SID205804,영업·판매·TM,텔레마케팅(인/아웃바운드TM),"고객상담,고객지원,텔레마케팅",0개월,,"광주,광주,",호남대학교,의상디자인,,無,50.0
SID20584,통신·모바일,네트워크·LAN,네트웍관리,6년 8개월,정규직,"서울,경기,전남",중앙대학교,제어계측,,無,
SID205856,재료·화학·섬유·의복,식품가공,식품,5년 1개월,정규직,"인천,서울,경기",중앙대학교,식품공학과,TOEIC,有,70.0
SID205881,경영·기획·회계·사무,인사·노무·교육·인재개발,"인사 , 총무 , 관리 , 비서",0개월,,"서울,,",신라대학교,문헌정보학,,有,50.0
SID205975,경영·기획·회계·사무,경리·회계,"관리,재무,회계,원가,재무기획,세무,세무회계,자금,경리,결산",3년 0개월,정규직,"서울,경기,기타",중앙대학교,회계학,TOEIC,有,70.0
SID206007,경영·기획·회계·사무,인사·노무·교육·인재개발,"인사,총무",0개월,,"서울,경기,기타",중앙대학교,응용통계,,無,70.0
SID206011,경영·기획·회계·사무,사무·총무·법무,"총무,세무,재무,경리,회계,인사",0개월,,"서울,서울,서울",상지대학교,식품영양학과,,無,60.0
SID206016,영업·판매·TM,해외영업,"해외영업,무역,",7년 4개월,정규직,"서울,경기,",세종대학교,무역학,TOEIC,無,80.0
SID206045,경영·기획·회계·사무,사무·총무·법무,"사무직 , 총무 , 회계 , 경리",0개월,,"서울,서울,서울",세명대학교,회계학,,無,
SID206085,IT·게임,"응용프로그래머(Unix,Linux,Java)","Visual C++ , Visual Basic , C , C++ , MFC , Win32 , OpenGL",0개월,,"서울,,",제주대학교,통신컴퓨터 공학부,,有,80.0
SID206146,경영·기획·회계·사무,사무·총무·법무,"사무,관리,일본어,워드타이핑,엑셀,파워포인트,프리젠테이션",0개월,,"서울,,",군산대학교,일어일문,,有,80.0
SID206162,문화·예술·신문·방송,신문·방송·잡지기자,,1년 9개월,정규직,"서울,부산,경남",동의대학교,전기공학,,有,80.0
SID206214,경영·기획·회계·사무,사무·총무·법무,일반사무,0개월,,"서울,,",호원대학교,경영,,無,80.0
SID206264,영업·판매·TM,해외영업,,5년 1개월,"정규직, 계약직, 해외취업, ","서울,해외,해외",전주대학교,컴퓨터공학, ,有,80.0
SID206293,디자인,그래픽디자인·CG,"맥디자인,편집디자인,그래픽디자인,photoshop,일러스트",0개월,,"서울,서울,해외",협성대학교,산업디자인(시각),,無,80.0
SID206306,건설·기계·전기·전자,전기·전자·제어,반도체설계,0개월,,"서울,미국,러시아",성균관대학교,전자공학,,無,60.0
SID206322,건설·기계·전기·전자,전기·전자·제어,,0개월,,"서울,미국,러시아",성균관대학교,전자공학,,無,60.0
SID206329,영업·판매·TM,영업관리·영업지원,"ROTC, 영어회화, 공경매사 자격증, 컴퓨터 능력, 식품영업4년, 운전면허, 중국어...",8년 2개월,,"서울,경기,해외",세종대학교,행정학,TOEIC,有,70.0
SID206368,IT·게임,웹디자인,"웹디자인,포토샵,드림위버,HTML,일러스트,웹기획,홈페이지운영,편집디자인,영상편집",0개월,,"서울,서울,서울",동의대학교,국어국문학,,無,80.0
SID20640,전문·교육·자격,기타 전문·교육·자격,"경영,경영전략, 경영기획, 자금직, 마케팅, 기업컨설팅, 경영전략, 창업투자회사,심사역,영업,금융,여신업무",0개월,,"서울,중국,미국",중앙대학교,경영학, ,有,80.0
SID20641,경영·기획·회계·사무,생산관리·품질관리·품질보증,"품질관리,품질보증,연구,개발",0개월,,"서울,경기,",제주대학교,식품공학과,,有,70.0
SID206474,전문·교육·자격,금융·증권·투자,금융,3년 0개월,정규직,"경기,경기,기타",성균관대학교,경영학과,,有,70.0
SID206481,IT·게임,동영상·멀티미디어(영상·음향),CG or 영상편집,0개월,,"서울,광주,인천",광주대학교,시각,,有,90.0
SID206504,경영·기획·회계·사무,경리·회계,"경리,회계,감사",0개월,,"서울,경기,",중앙대학교,회계학,,無,70.0
SID206549,경영·기획·회계·사무,사무·총무·법무,"경리,회계,총무,인사",0개월,,"서울,서울,서울",상지대학교,식품영양학과,,無,60.0
SID206587,통신·모바일,네트워크·LAN,"네트워크,엔지니어",1년 3개월,정규직,"서울,경기,",경기대학교,건축공학,TOEIC,有,60.0
SID206603,IT·게임,웹프로그래머,"웹프로그래밍,Linux,데이터베이스,웹프로그래머,jsp,php,Java,Servlet,VisualBasic",0개월,,"서울,서울,서울",세명대학교,컴퓨터과학,,有,60.0
SID206696,IT·게임,웹기획·웹마케팅·PM,"ASP , SQL , 웹프로그래머 , DB , PM , DBA , 프로젝트 매니저",0개월,,"서울,,",전주대학교,법학,,無,
SID206771,경영·기획·회계·사무,구매·자재사무,,9년 11개월,,"경기,서울,",인천대학교,재료공학과,,有,70.0
SID206802,경영·기획·회계·사무,인사·노무·교육·인재개발,"HRM,교육,기획",9년 10개월,,"서울,경기,",인천대학교,경영,,有,80.0
SID20687,IT·게임,"응용프로그래머(Unix,Linux,Java)",,6년 10개월,정규직,"서울,경기,해외",세종대학교,컴퓨터공학,,無,50.0
SID207021,건설·기계·전기·전자,전기·전자·제어,하드웨어 제어 임베디드 리눅스,0개월,,"서울,인천,경기",연세대학교,전기(전자),,有,50.0
SID20706,재료·화학·섬유·의복,화학·화공,연구 품질관리,0개월,,"경기,서울,기타",수원대학교,고분자공학과,,無,60.0
SID207120,경영·기획·회계·사무,사무·총무·법무,교육,0개월,,"서울,경기,",한림대학교,사학과,,無,70.0
SID207128,영업·판매·TM,해외영업,"인사,총무,노무,영업총괄",0개월,,"경기,경남,서울",연세대학교,법학,,無,60.0
SID207132,건설·기계·전기·전자,전기·전자·제어,전자,0개월,,"서울,경기,대전",연세대학교,기계전자공학부,TOEIC,有,
SID207180,IT·게임,"응용프로그래머(Unix,Linux,Java)","프로그래머,일본어,VisualBasic,C,",3년 0개월,정규직,"대전,전국,기타",한밭대학교,전자계산학, ,有,
SID207215,건설·기계·전기·전자,전기·전자·제어,"전기,전자",0개월,,"충북,경기,인천",인천대학교,전기공학과,,無,60.0
SID207219,건설·기계·전기·전자,전기·전자·제어,"전자통신,전자공학,전자회로,SMT,생산,생산관리,생산기술,TPM,디스플레이,반도체,반도체생산,반도체장비,PDP,LED,LCD,TFT,기술직,기술지원,PCB",3년 9개월,"정규직, 계약직","경기,서울,전국",동의대학교,전자통신공학,TOEIC,有,80.0
SID207253,디자인,의류·패션·잡화디자인,"패션디자이너,텍스타일디자이너,아동복디자이너,소품디자이너",0개월,,"서울,경기,부산",동아대학교,섬유미술,,有,80.0
SID207260,영업·판매·TM,해외영업,"해외영업,무역실무,수출입,바이어관리,해외마케팅,무역일반,바이어발굴,바이어상담,해외구매",11년 7개월,"정규직, 해외취업, 파견직","서울,경기,전국",중앙대학교,영어영문학, ,有,70.0
SID207302,건설·기계·전기·전자,건설·토목·건축설비,"PC, ISO, 토목, 시공",0개월,,"서울,인천,경기",중앙대학교,토목공학,,無,70.0
SID207361,경영·기획·회계·사무,무역·수출입·운송사무,"무역,해외영업,수출,임가공무역",0개월,정규직,"서울,경기,",경기대학교,경영정보,TOEIC,有,70.0
SID207367,IT·게임,웹마스터,"JAVA , JSP, ASP , 네트워크관리 , 서버관리",0개월,,"서울,경기,전북",한국산업기술대학교,컴퓨터공학과,,有,80.0
SID207405,영업·판매·TM,영업관리·영업지원,"영업,영업관리",14년 9개월,정규직,"서울,경기,인천",세명대학교,전자물리학, ,有,60.0
SID207408,영업·판매·TM,영업·영업기획,"생산관리,안전관리,영업관리",5년 2개월,정규직,"대전,충남,충북",한밭대학교,산업공학,,有,70.0
SID207432,재료·화학·섬유·의복,섬유·의복,"의상디자이너,원단영업,무역",0개월,,"서울,서울,서울",성신여자대학교,의류학과,,無,90.0
SID207574,전문·교육·자격,호텔·숙박·여행,"사진, 판매,서비스",0개월,,"경기,서울,인도네시아",광주대학교,사진학과,,無,70.0
SID207616,IT·게임,웹프로그래머,"php , mysql , linux , 웹마스터 , 쇼핑몰 , 웹프로그래머 , 개발",0개월,,"서울,경기,부산",동아대학교,건설공,,有,60.0
SID207627,영업·판매·TM,영업관리·영업지원,유통 영업,0개월,,"서울,서울,서울",한림대학교,중국학과,HSK,有,70.0
SID207654,IT·게임,서버·네트워크·보안,"시스템 관리자 , 서버관리자 , 네트워크 관리자 , IT 관리자",0개월,,"서울,해외,미국",연세대학교,경영학, ,無,50.0
SID20766,경영·기획·회계·사무,비서·인포메이션·수행·안내,"사무,비서,총무,일본어",0개월,,"서울,경기,",성신여자대학교,일어일문,,有,
SID207672,경영·기획·회계·사무,구매·자재사무,"구매,자재,관리",0개월,,"서울,서울,경기",성균관대학교,생물기전공,,無,100.0
SID207705,경영·기획·회계·사무,경리·회계,"경리,회계,자금,세무",0개월,,"서울,경기,",수원대학교,회계학,,無,70.0
SID207722,경영·기획·회계·사무,경영·기획·전략,"회계 , 결산 , IPO , 기획 , 주식",0개월,,"서울,인천,경기",세종대학교,회계학,,無,70.0
SID207742,경영·기획·회계·사무,광고·홍보,"PR,Promotion,마케팅,기획",0개월,,"서울,경기,캐나다",성균관대학교,의상학,TOEIC,有,80.0
SID207748,경영·기획·회계·사무,사무·총무·법무,,8년 0개월,,"서울,서울,서울",한성대학교,컴퓨터공학,,無,60.0
SID207755,영업·판매·TM,영업관리·영업지원,영업,0개월,,"서울,인천,경기",성결대학교,성악,,有,60.0
SID207784,전문·교육·자격,호텔·숙박·여행,상담,0개월,,"서울,제주,",호남대학교,영어영문,TOEIC,有,70.0
SID207787,전문·교육·자격,경영분석·컨설팅·M&A,,0개월,,"서울,인천,경기",연세대학교,경영학,,無,70.0
SID207866,건설·기계·전기·전자,CAD·CAM,,1년 0개월,정규직,"서울,부산,부산",동아대학교,기계공학과,,無,
SID207881,건설·기계·전기·전자,반도체·디스플레이·광학,일본어,0개월,,"서울,서울,서울",성공회대학교,일어일본학,JLPT,有,90.0
SID207935,영업·판매·TM,해외영업,"무역 , 해외영업 , 인사 , 총무",0개월,,"서울,,",세종대학교,호텔관광경영,TOEIC,有,70.0
SID207955,경영·기획·회계·사무,인사·노무·교육·인재개발,"교육 , 인성 , 인재 , 행정 , 사무 , 리더쉽",0개월,,"서울,전남,광주",서울여자대학교,컴퓨터학,,無,80.0
SID207969,경영·기획·회계·사무,사무·총무·법무,"사무 , 전산",0개월,,"서울,경기,기타",동덕여자대학교,전자계산학과,,有,
SID208052,IT·게임,웹프로그래머,"웹마스터 , 웹프로그램 , 서버관리 , 웹디자인 , photoshop , 일러스터 , VB , C++",0개월,,"경기,서울,",서울여자대학교,컴퓨터학과,,無,
SID208096,영업·판매·TM,영업·영업기획,"영업관리,화장품,생활용품",0개월,,"부산,울산,",동아대학교,국어국문,,無,
SID208112,경영·기획·회계·사무,경영·기획·전략,"결산,합병,투자예산,운영예산,영어,현물출자,청산,관리회계,회계,재무회계,세무",0개월,,"서울,경기,충남",연세대학교,경영학,,無,70.0
SID208174,전문·교육·자격,호텔·숙박·여행,"외식업,영업관리(식음료),매장관리(외식,식품,음료),점포관리,프랜차이즈관리,부점장,점장급",5년 9개월,,"부산,서울,전국",동아대학교,자원경제학, ,有,80.0
SID208216,경영·기획·회계·사무,경영·기획·전략,"Sales Manager,Product Marketing Manager",0개월,,"서울,,",이화여자대학교,체육학과,TOEIC,無,60.0
SID208253,재료·화학·섬유·의복,제약·의약,"제약회사 개발부,일반사무직",0개월,,"서울,서울,서울",서울여자대학교,생물학과,,有,70.0
SID208282,IT·게임,"응용프로그래머(Unix,Linux,Java)","프로그램 , 전산직 , SM,unix,pro-c,c,java,ejb,web,mfc,",0개월,,"서울,,",중앙대학교,컴퓨터공학,TOEIC,有,70.0
SID208324,전문·교육·자격,경영분석·컨설팅·M&A,"CPA,ERP,영어,회계",9년 0개월,"정규직, ","서울,,",중앙대학교,영어영문학,TOEIC,無,70.0
SID208327,경영·기획·회계·사무,무역·수출입·운송사무,"무역사무, 수출입관리, 통관, 무역",0개월,,"서울,,",군산대학교,무역학,,無,90.0
SID208328,경영·기획·회계·사무,경리·회계,,2년 4개월,정규직,"서울,서울,서울",한성대학교,경영학,,有,70.0
SID208342,경영·기획·회계·사무,기타 경영·기획·회계·사무,"일반사무직,관리,문서관리,문서작성,사무보조,워드,일반관리,OA",2년 7개월,"정규직, 계약직","서울,서울,서울",한성대학교,문헌정보학,TOEIC,有,70.0
SID208383,경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,일반사무,사무관리,스포츠,금융",5년 2개월,정규직,"서울,서울,서울",성신여자대학교,체육학,,有,80.0
SID208417,전문·교육·자격,세무사·회계사·관세사,공인회계사,0개월,,"서울,경기,",성균관대학교,경영학,,無,70.0
SID208435,IT·게임,웹프로그래머,photShop,0개월,,"서울,경기,미국",성균관대학교,물리학과,,無,70.0
SID208449,전문·교육·자격,기타 전문·교육·자격,금융,0개월,,"전국,전국,전국",한밭대학교,중국어학,,無,70.0
SID208466,재료·화학·섬유·의복,섬유·의복,"섬유,의류,생산관리,자재관리,영업관리",0개월,,"서울,경기,",상지대학교,경영학,,無,
SID20848,경영·기획·회계·사무,비서·인포메이션·수행·안내,"전문비서 , Reception",0개월,,"서울,경기,",제주대학교,정치외교학,,無,60.0
SID208549,IT·게임,웹디자인,"웹디자인,UI디자인,Photoshop,드림위버,플래시,일러스트레이터",0개월,,"서울,서울,경기",동덕여자대학교,시각디자인,,無,60.0
SID208573,경영·기획·회계·사무,인사·노무·교육·인재개발,"금융, 경력, 독일어, 선물, 보험, 인사, 회계, Back Office",0개월,,"서울,경기,",성신여자대학교,독어독문학,,有,80.0
SID208605,IT·게임,웹프로그래머,"java,자바,jsp,servlet,서블릿,asp,PHP,모바일,EJB,STRUTS",8년 5개월,정규직,"경기,서울,",세종대학교,전산학,,無,80.0
SID20862,IT·게임,웹프로그래머,"웹프로그래머 , 전산전공 , ASP , ASP.NET , C# , JSP , JAVA , SQL , ORACLE , 서버관리",0개월,,"서울,경기,",인천대학교,전자계산학,,有,70.0
SID208666,경영·기획·회계·사무,기타 경영·기획·회계·사무,"복지사,여행사,상담",0개월,,"서울,경기,",경기대학교,관광경영,,有,70.0
SID208704,IT·게임,웹기획·웹마케팅·PM,"웹마스터 ,  영어 ,  SCJP  ,  웹프로그래머 ,  웹기획 , 유아교육",0개월,,"서울,경기,해외",이화여자대학교,유아교육,,有,
SID208718,IT·게임,서버·네트워크·보안,"보안 , 방화벽 , CCNA , 네트워크 , 시스템",0개월,,"서울,대전,",연세대학교,철학,,無,70.0
SID208784,경영·기획·회계·사무,경리·회계,"AICPA, US GAAP, GENERAL ACCOUNTING, TAX",0개월,,"서울,,",성신여자대학교,경영학,,無,90.0
SID208840,경영·기획·회계·사무,경영·기획·전략,마케팅,0개월,,"서울,해외,해외",서울여자대학교,사회사업과,TOEFL,無,80.0
SID208842,건설·기계·전기·전자,건설·토목·건축설비,엔지니어,0개월,,"서울,경기,기타",성균관대학교,기계공학과,,有,60.0
SID208986,건설·기계·전기·전자,반도체·디스플레이·광학,,9년 11개월,,"충남,충남,경기",한밭대학교,기계설계공학,,有,70.0
SID209011,전문·교육·자격,교육·교사·교수·강사,"중국어,한국어,일본어,워드,한글,엑셀,JLPT2급,통역,번역,무역,관광가이드",0개월,,"서울,부산,중국",동아대학교,관광경영학과,기타,無,70.0
SID209051,경영·기획·회계·사무,마케팅·마케팅기획,영업 및 영업관리,0개월,,"서울,경기,",세종대학교,일어일문,,有,70.0
SID209056,영업·판매·TM,영업·영업기획,"영업관리,마케팅,기획",0개월,,"서울,경기,",경기대학교,생물학,,有,
SID209062,경영·기획·회계·사무,마케팅·마케팅기획,영업 및 영업관리,0개월,,"서울,경기,",세종대학교,일어일문,,有,70.0
SID209067,경영·기획·회계·사무,비서·인포메이션·수행·안내,"영어 , Powerpoint , Excel , Word , 정보처리기사",0개월,,"경기,서울,",이화여자대학교,문헌정보,TOEIC,有,70.0
SID209087,IT·게임,웹기획·웹마케팅·PM,"웹기획 , 웹마케팅 , md , 홈페이지",0개월,,"서울,대전,",중앙대학교,심리,,無,80.0
SID209091,경영·기획·회계·사무,구매·자재사무,"구매,구매관리,구매자재,펀드매니저,경매입찰,부동산경매,부동산컨설팅,매니저",7년 0개월,정규직,"서울,필리핀,일본",성균관대학교,통계학, ,無,70.0
SID209106,경영·기획·회계·사무,광고·홍보,홍보,0개월,,"서울,서울,서울",상지대학교,영어영문,,有,60.0
SID209135,디자인,그래픽디자인·CG,"캐릭터,도트,캐릭터마케팅,웹디자인,일러스트,편집디자인,포토샵,그래픽디자인",0개월,"정규직, 계약직, ","서울,,",동덕여자대학교,경제, ,有,70.0
SID209168,경영·기획·회계·사무,구매·자재사무,,0개월,,"인천,경기,서울",수원대학교,산업공학,,無,80.0
SID209191,기술·과학·산업,연구개발·R&D,,2년 11개월,정규직,"서울,경기,기타",동서대학교,전자공학,TOEIC,有,80.0
SID209213,경영·기획·회계·사무,경영·기획·전략,"일본어,일반사무,상품기획",0개월,,"서울,경기,",성신여자대학교,일어일문학,기타,有,70.0
SID209229,경영·기획·회계·사무,생산관리·품질관리·품질보증,"생산관리,생산기술,CAD,",0개월,,"인천,경기,서울",중앙대학교,기계공학과,,無,60.0
SID209303,영업·판매·TM,해외영업,"해외영업, 중국",0개월,,"서울,서울,중국",연세대학교,독어독문학,TOEIC,無,80.0
SID209371,경영·기획·회계·사무,경리·회계,회계 총무,0개월,,"서울,서울,서울",중앙대학교,행정학,,無,70.0
SID209398,영업·판매·TM,영업·영업기획,"영업관리,총무",0개월,,"서울,,",선문대학교,경제학,,無,70.0
SID209410,경영·기획·회계·사무,사무·총무·법무,엑셀,5년 0개월,,"서울,경기,기타",전주대학교,체육학과,,無,70.0
SID209413,경영·기획·회계·사무,경영·기획·전략,"통계,조사분석,SPSS,SAS,서반아어관리,경영분석,경영지원,기획,CRM,전략기획,행정,경영,경영분석,경영기획,경영지원,경영관리,경영기획,경영,경영",9년 0개월,정규직,"서울,서울,서울",한림대학교,정보통계학, ,有,
SID209476,기타 직종,운전·운송·택배·배송,"영업관리,영업,법무,채권관리,운전",11년 4개월,,"서울,경기,",경기대학교,관광경영,,無,
SID209553,경영·기획·회계·사무,사무·총무·법무,"영업지원,인사,일반사무",0개월,,"서울,해외,해외",전주대학교,보험학,TOEIC,無,
SID209653,IT·게임,시스템분석·설계·컨설턴트·ERP,"파워빌더,ERP개발",0개월,,"서울,경기,부산",동의대학교,화학공학과,TOEIC,有,70.0
SID209772,영업·판매·TM,텔레마케팅(인/아웃바운드TM),고객상담,0개월,,"부산,부산,부산",동아대학교,무용,,無,
SID209786,경영·기획·회계·사무,비서·인포메이션·수행·안내,"전문비서,기획,마케팅",0개월,,"서울,,",한성대학교,경영,TOEIC,有,70.0
SID209812,영업·판매·TM,영업·영업기획,"영업관리,무역,사무업무외다수",2년 10개월,정규직,"대전,서울,기타",한성대학교,경제학과, ,有,60.0
SID209886,경영·기획·회계·사무,마케팅·마케팅기획,"영어,화학,해외,학술,presentation",0개월,,"서울,부산,경남",동아대학교,화학,TOEIC,無,70.0
SID209983,영업·판매·TM,영업관리·영업지원,"영업, 영업관리,영어회화,영어번역",0개월,,"서울,경기,부산",동아대학교,영어영문,G-ETAT,有,60.0
SID209984,IT·게임,전산사무·전산관리,,0개월,,"서울,경기,",성신여자대학교,컴퓨터과학,TOEIC,有,70.0
SID210076,경영·기획·회계·사무,물류·유통관리,"물류유통, 현장관리,노무관리",0개월,,"서울,인천,경기",인천대학교,화학,,無,60.0
SID210103,전문·교육·자격,기타 전문·교육·자격,"금융 , 보험 , 기타 금융 사무직",0개월,,"서울,부산,부산",동서대학교,금융학과,,無,110.0
SID210112,영업·판매·TM,기술영업,"SI, NI 등 IT관련 영업",0개월,,"서울,서울,서울",동의대학교,전산통계, ,有,70.0
SID210133,IT·게임,데이터베이스 전문직,"OLAP,OCP",0개월,,"서울,경기,기타",경기대학교,경영정보,,有,60.0
SID210197,경영·기획·회계·사무,경리·회계,"경리 , 일반사무 , 관리 , 기획",0개월,,"서울,,",수원대학교,행정학,,無,80.0
SID210213,재료·화학·섬유·의복,섬유·의복,머천다이저(MD),0개월,,"서울,경기,",한성대학교,의상학과,,無,80.0
SID210220,영업·판매·TM,영업관리·영업지원,"영업,마케팅,영업관리,홍보",0개월,,"서울,경기,",상지대학교,관광경영,TOEIC,無,70.0
SID210289,경영·기획·회계·사무,무역·수출입·운송사무,"중국어 , excel ,  MSword , 워드",0개월,,"서울,경북,",수원대학교,중국어,,無,80.0
SID210321,영업·판매·TM,텔레마케팅(인/아웃바운드TM),사무,0개월,,"서울,경기,",동덕여자대학교,체육교육학과,,有,80.0
SID210359,디자인,인테리어·공간디자인,"인테리어 코디네이션,주거공간디자인,패브릭,수입가구,디자인영업",0개월,,"서울,서울,경기",이화여자대학교,장식미술과,,無,80.0
SID21039,경영·기획·회계·사무,사무·총무·법무,금융,0개월,,"서울,경기,",동아대학교,정치외교학,,無,80.0
SID210426,경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,홍보,기획,전산,영업관리",0개월,,"서울,,",중앙대학교,청소년학,,無,70.0
SID210524,경영·기획·회계·사무,경영·기획·전략,"상품기획,영어회화,PowerPoint,Excel,경력",0개월,,"서울,인천,",중앙대학교,기계설계,TOEIC,無,70.0
SID210526,전문·교육·자격,교육·교사·교수·강사,학원강사,0개월,,"서울,서울,경남",호남대학교,영어영문학,,無,70.0
SID210539,경영·기획·회계·사무,사무·총무·법무,카드회사 2년경력,0개월,,"서울,경기,부산",동의대학교,무역학,,無,60.0
SID210552,디자인,인테리어·공간디자인,"조형 , 환경미술 ,디자인",0개월,,"충남,서울,미국",서원대학교,서양화(회화),,無,100.0
SID210591,경영·기획·회계·사무,사무·총무·법무,일반사무,0개월,,"서울,,",서울여자대학교,화학,,無,50.0
SID210618,기술·과학·산업,연구개발·R&D,"기술개발,R&D,연구,CTO",20년 1개월,정규직,"서울,인천,경기",연세대학교,전기공학,TOEIC,有,80.0
SID210717,영업·판매·TM,기술영업,"기술영업,타이어",0개월,,"서울,경기,",연세대학교,화학공학과,TOEIC,有,60.0
SID210759,영업·판매·TM,영업관리·영업지원,영업직에 지원합니다!,0개월,,"부산,경남,울산",동아대학교,정치외교학,,無,70.0
SID210779,경영·기획·회계·사무,무역·수출입·운송사무,"일반사무,기획",0개월,,"서울,서울,서울",동덕여자대학교,응용화학,TOEIC,無,60.0
SID210800,경영·기획·회계·사무,경리·회계,"회계,세무,결산,급여관리",0개월,,"서울,경기,",상지대학교,행정학과,,有,80.0
SID210816,경영·기획·회계·사무,기타 경영·기획·회계·사무,금융,0개월,,"부산,서울,",동의대학교,전산통계,,無,80.0
SID210825,경영·기획·회계·사무,생산관리·품질관리·품질보증,"QA,QC,ISO,품질보증,품질관리",0개월,,"부산,경남,울산",동의대학교,산업공학과,,無,80.0
