ID,Salary
SID256894,2300
SID256954,1500
SID257053,1500
SID25707,2100
SID257093,5250
SID257128,3700
SID257161,2300
SID257171,2300
SID257174,1500
SID257210,1700
SID257253,3100
SID257267,2100
SID257288,4500
SID257292,3100
SID25741,2500
SID257424,4300
SID257434,1700
SID257490,2500
SID257502,2500
SID257555,2100
SID257590,2300
SID257591,1500
SID257609,1700
SID25762,1700
SID257808,3500
SID257895,1900
SID257922,4300
SID257934,3100
SID257940,2500
SID257990,1700
SID257998,1900
SID258002,3500
SID258050,2300
SID258209,3100
SID258213,1700
SID258269,3100
SID258336,3500
SID258340,1700
SID258373,3700
SID258382,3500
SID258486,1900
SID258519,4100
SID258748,1700
SID258785,3300
SID258803,1700
SID258846,4700
SID258851,3700
SID258888,2100
SID258921,1500
SID258963,1700
SID25904,3900
SID259055,1900
SID25909,2500
SID259105,1700
SID259233,1500
SID259287,2500
SID259301,2900
SID259306,2100
SID259357,3100
SID259367,2500
SID259383,1700
SID25945,3700
SID2595,2500
SID259509,1900
SID259543,1900
SID259553,1900
SID259583,1500
SID25965,2300
SID259650,5250
SID259715,2900
SID259770,2100
SID259778,2500
SID259826,1700
SID259827,1700
SID259861,1900
SID259935,2500
SID259957,2100
SID259999,2500
SID260123,2300
SID260165,2700
SID260178,1900
SID260179,1700
SID260282,2100
SID260308,2100
SID260334,1300
SID260337,1700
SID260340,1500
SID26035,1700
SID260366,1500
SID260412,1700
SID260572,3300
SID260614,1300
SID260641,1700
SID260644,2100
SID260692,2900
SID260726,1300
SID260766,1700
SID260948,2700
SID2611,1900
SID261109,1700
SID261118,2900
SID261194,3100
SID26123,1900
SID261231,2100
SID261233,4900
SID261239,2700
SID261315,2100
SID261342,6750
SID261360,1500
SID261385,2900
SID261394,2900
SID261397,3100
SID261404,2700
SID261453,2100
SID261456,1900
SID261555,2300
SID261556,2300
SID261557,2300
SID261568,1700
SID261634,1900
SID261660,2500
SID261693,1700
SID261734,2100
SID261764,2100
SID261767,6750
SID261854,1900
SID261930,2900
SID261931,2300
SID261934,2700
SID261943,2100
SID262023,1500
SID262037,2300
SID262055,4100
SID262085,4300
SID262088,4300
SID262090,1700
SID262113,1700
SID262116,1700
SID262145,2500
SID262175,1700
SID262176,1900
SID262191,2300
SID26227,4300
SID262305,2300
SID262310,2100
SID262324,2100
SID262336,3100
SID262342,1900
SID262442,1900
SID262484,4500
SID262501,3900
SID26253,4500
SID26256,2100
SID262562,2900
SID262564,2100
SID262565,1900
SID262607,1700
SID262636,3900
SID262658,1500
SID262665,2700
SID262667,1300
SID262672,2300
SID262696,3900
SID262720,1700
SID262726,3300
SID262758,3300
SID262856,1500
SID262879,1700
SID26290,1500
SID262917,1100
SID262927,1900
SID26296,2900
SID26300,1700
SID263029,2100
SID263033,2300
SID263143,1300
SID263259,2500
SID26328,3300
SID263284,2700
SID263305,8500
SID263337,2500
SID263372,1500
SID26338,3100
SID263401,3100
SID263480,3700
SID263485,2100
SID263532,2500
SID263551,1500
SID263652,1700
SID263655,1900
SID263675,3100
SID263679,2300
SID263697,1900
SID263768,2300
SID263794,3300
SID263807,1900
SID263826,2300
SID26387,1900
SID263885,1700
SID263978,1100
SID264028,1900
SID264029,3500
SID264080,2900
SID26413,1700
SID264179,2900
SID264214,1500
SID264216,2300
SID264309,1300
SID264329,2300
SID264339,1300
SID264484,3500
SID264499,2100
SID264507,1300
SID264563,1500
SID264589,1300
SID264638,1500
SID264649,1900
SID264653,2100
SID264655,6750
SID264656,2100
SID264700,1300
SID264826,4100
SID264846,2100
SID264932,2900
SID264937,2100
SID264955,2900
SID265096,3900
SID265227,1500
SID265253,1300
SID265265,1900
SID265312,1900
SID26537,1700
SID265479,2700
SID265493,3900
SID265513,1300
SID265521,1500
SID265530,1300
SID265536,2700
SID265590,1500
SID265610,1700
SID265630,5750
SID265653,1700
SID265735,2100
SID265776,1900
SID265788,1700
SID265901,1300
SID265914,1900
SID265977,2100
SID265978,1900
SID266109,1500
SID266341,2900
SID266392,1700
SID266413,2300
SID266415,2700
SID266418,2100
SID266423,1900
SID266431,2100
SID266451,2100
SID266485,1900
SID266536,2100
SID266571,1500
SID2666,1900
SID266605,2100
SID266649,1900
SID266984,2100
SID267018,1900
SID267183,2900
SID267202,1900
SID267254,1700
SID267317,2900
SID267344,2300
SID26737,1700
SID267394,1300
SID267580,2700
SID267620,2500
SID267671,2300
SID26769,4900
SID267709,2500
SID267712,1500
SID267750,2900
SID26779,1900
SID267791,3900
SID267800,2500
SID267825,2100
SID267836,1300
SID267938,2100
SID267964,3500
SID268046,1900
SID268047,2500
SID268055,1900
SID268109,1700
SID268110,1700
SID268241,4100
SID268320,2500
SID268341,1900
SID268342,2300
SID26837,2300
SID268375,1700
SID268378,2100
SID268391,2100
SID268451,2700
SID268477,2100
SID268517,2500
SID268536,1700
SID26855,1700
SID268699,3100
SID268711,2100
SID268719,2500
SID26876,2300
SID268793,2500
SID268799,3100
SID268821,2100
SID268832,1700
SID268886,1900
SID268898,2300
SID268951,2500
SID268956,2500
SID268962,3900
SID269049,1700
SID269051,3100
SID269068,3100
SID269091,2100
SID269125,1900
SID269148,2100
SID269149,1700
SID269174,1300
SID269216,2300
SID269290,2700
SID269312,2100
SID269323,2900
SID269512,1900
SID269514,2300
SID269587,1700
SID269658,2100
SID269682,3900
SID269705,1300
SID269707,2700
SID269866,4500
SID269879,2300
SID269921,4900
SID269944,1900
SID269964,1700
SID269984,2300
SID270026,2500
SID270041,4500
SID270112,1900
SID270278,1900
SID270304,2900
SID270336,5750
SID270374,4900
SID270518,4900
SID270574,2900
SID270585,1900
SID270601,3500
SID270679,5250
SID270694,2300
SID270777,5750
SID270793,2500
SID270830,2300
SID270842,1900
SID270993,1300
SID271042,2100
SID271053,1900
SID271078,1900
SID271112,4300
SID271170,2300
SID271176,2100
SID271201,1700
SID271232,1700
SID271244,2100
SID271247,2100
SID271263,2100
SID27127,1500
SID271289,1900
SID271290,3900
SID271352,5250
SID271455,4700
SID271464,2100
SID271502,2500
SID271559,1700
SID271668,1500
SID271724,1900
SID271728,1300
SID271742,1900
SID271752,2500
SID271762,2500
SID271844,2300
SID271870,2700
SID271930,2700
SID271933,2500
SID27197,2300
SID271988,4500
SID272007,2500
SID272034,2300
SID272087,2100
SID272126,1700
SID272193,2900
SID272215,2500
SID272357,1700
SID272440,2500
SID27250,4900
SID272533,3100
SID272546,2500
SID272547,2500
SID272554,1900
SID272564,3500
SID272585,1900
SID272743,2100
SID272763,3100
SID272766,1700
SID27282,2300
SID272825,2700
SID272902,1700
SID272903,2900
SID273048,2500
SID273065,1700
SID273078,1100
SID273104,2500
SID273225,2300
SID273275,2500
SID273276,2900
SID273280,2100
SID273404,1700
SID273434,1700
SID273439,2700
SID27347,1900
SID27348,3900
SID273518,2300
SID273572,1900
SID273672,1900
SID273708,1700
SID27371,1500
SID273715,2700
SID273758,5250
SID273763,2700
SID273850,2300
SID273869,2300
SID27413,1700
SID274262,1900
SID274306,3900
SID274374,3700
SID274375,3700
SID274437,4300
SID274452,2300
SID274546,1700
SID274615,2100
SID274685,2500
SID274798,1900
SID274809,3900
SID274862,4300
SID274911,3300
SID274918,2500
SID274924,2500
SID275001,1700
SID275065,4300
SID275116,1500
SID27520,1700
SID275210,2300
SID275222,1900
SID275230,2900
SID275288,1700
SID275301,1700
SID275316,3900
SID275330,1900
SID27534,1900
SID275492,3300
SID275506,2700
SID275518,2500
SID275545,2300
SID275555,2500
SID275588,2100
SID275605,2900
SID275608,3900
SID275684,2500
SID275754,2500
SID275928,2500
SID275978,3900
SID275981,1900
SID276039,2300
SID276154,2100
SID276232,1900
SID276268,2500
SID276269,2100
SID276305,1500
SID27632,2700
SID276330,1700
SID276366,3100
SID276370,3100
SID276425,3100
SID276501,1900
SID276518,1700
SID276562,4900
SID276590,8500
SID276622,2300
SID276693,2100
SID27671,2100
SID276752,5250
SID276767,4100
SID276794,2300
SID276821,1700
SID276869,1700
SID27689,2100
SID27695,2100
SID276953,2300
SID276957,2300
SID276991,4900
SID27700,2100
SID277000,1700
SID277023,2300
SID277069,2700
SID277082,1500
SID277142,4500
SID277183,3300
SID277210,1500
SID277211,2500
SID277219,3100
SID277324,3100
SID277333,1500
SID277413,4100
SID277629,2300
SID277705,3300
SID277764,3700
SID277791,2100
SID277844,2300
SID277895,4900
SID27790,3100
SID277900,2300
SID27805,3900
SID278091,2900
SID278134,4700
SID27825,4100
SID278266,3700
SID278289,2900
SID278399,1300
SID278434,2700
SID278473,3700
SID27850,4100
SID278535,2500
SID278537,2700
SID278541,2500
SID278591,1700
SID278631,2100
SID278632,2300
SID27870,5250
SID278734,2300
SID278740,2900
SID278762,2900
SID278763,3700
SID278811,1900
SID278836,1700
SID278848,2700
SID278854,2100
SID278900,2500
SID278967,2500
SID278995,1500
SID279050,2500
SID279201,2100
SID279251,2500
SID279295,2300
SID279345,3700
SID279400,1700
SID279406,2900
SID279421,2900
SID279631,4500
SID279636,4100
SID279700,1700
SID279720,1700
SID28002,3700
SID280152,3100
SID280183,2300
SID280195,2300
SID280523,1900
SID280574,2700
SID280600,4100
SID280707,3300
SID280726,2100
SID280838,2300
SID280964,2300
SID281028,2900
SID281049,4700
SID281057,1700
SID281115,1700
SID281202,2700
SID281221,1300
SID281224,1300
SID281267,3300
SID281329,2500
SID281354,2700
SID281402,2300
SID28156,2100
SID281562,2100
SID281871,2900
SID281940,5750
SID281943,2300
SID281970,2100
SID281994,1700
SID282008,2900
SID282081,1900
SID282082,3300
SID282112,3300
SID282248,2300
SID282266,1700
SID28228,1900
SID282317,1900
SID282345,3500
SID28236,6750
SID282363,3300
SID282384,2500
SID282488,1500
SID2825,3100
SID282528,2100
SID282675,2500
SID28272,1700
SID282730,2100
SID282836,2500
SID282845,2900
SID282896,1700
SID282904,2500
SID283011,4500
SID283020,2500
SID283042,3700
SID283047,2100
SID28307,1900
SID283084,4100
SID283169,4100
SID283210,3100
SID283315,1700
SID283358,2900
SID283451,1300
SID28358,1700
SID283632,2100
SID283716,4100
SID283731,1700
SID283817,2300
SID283890,2300
SID283941,2100
SID284315,1900
SID284578,1700
SID284584,1700
SID284658,3100
SID284660,2700
SID284666,3100
SID284679,1700
SID284821,3100
SID284825,2100
SID284834,3700
SID2849,2100
SID285090,2700
SID285143,2300
SID285165,2900
SID285216,2700
SID285266,2100
SID2853,2300
SID285326,2900
SID285331,1900
SID285373,3500
SID285378,2700
SID285379,3100
SID285386,2100
SID285421,3100
SID285539,1900
SID285594,2100
SID28563,2500
SID285807,2300
SID285859,2300
SID285894,3100
SID285925,2300
SID286057,2700
SID286136,1900
SID286152,2100
SID286172,1900
SID286191,4300
SID286201,7500
SID286263,2300
SID286272,2100
SID286317,2500
SID286319,1700
SID286347,1500
SID286348,1500
SID286359,1700
SID286394,3500
SID286413,3100
SID286446,2100
SID286458,2300
SID286477,1500
SID286540,1500
SID286543,2100
SID28656,2900
SID286712,2500
SID286757,2700
SID286772,3700
SID286796,1900
SID286833,1300
SID286938,3100
SID286947,6250
SID28702,2900
SID287054,2100
SID287104,1700
SID287107,1900
SID287135,1700
SID287197,1900
SID287403,1900
SID287435,2300
SID287486,1900
SID287509,2300
SID287558,2300
SID287654,1500
SID287669,1700
SID287812,3500
SID287817,2100
SID287818,2900
SID287822,2700
SID287829,1900
SID287845,2700
SID287916,1700
SID287966,3700
SID287983,2500
SID287989,3100
SID287999,1300
SID288149,1900
SID288162,2700
SID288304,1300
SID28833,2100
SID288347,2100
SID288373,2500
SID288386,4300
SID288588,2300
SID288640,2100
SID288641,1700
SID288706,1100
SID288808,2700
SID288810,2100
SID288817,1900
SID288915,2300
SID28894,2900
SID288943,2900
SID288979,1900
SID289060,1300
SID289141,2300
SID289222,1900
SID289243,2900
SID289292,3900
SID289295,1900
SID289322,3300
SID289331,1500
SID289343,3100
SID289411,1900
SID289481,2900
SID289510,2300
SID289610,2900
SID289794,3300
SID289865,2900
SID289925,5250
SID290078,2500
SID29023,1900
SID290479,2700
SID290483,1500
SID290488,2700
SID290513,1300
SID290522,2500
SID290617,1500
SID290625,1700
SID290699,4700
SID290766,2100
SID290798,1700
SID290851,1300
SID290894,1700
SID2909,1900
SID290943,1900
SID290949,2900
SID290969,2300
SID291146,1700
SID291194,3300
SID291543,3300
SID291588,4700
SID291599,1900
SID291618,2900
SID29166,7500
SID291677,4900
SID29169,1900
SID291803,1700
SID291875,1700
SID29193,2500
SID292071,2500
SID292162,1900
SID292170,3700
SID292183,4900
SID29228,1700
SID292315,2500
SID292349,2300
SID292457,1700
SID292496,1300
SID292519,2500
SID292522,1900
SID292597,2100
SID292615,1300
SID292830,2100
SID292883,2300
SID292904,2100
SID292917,2100
SID29294,3300
SID293000,4900
SID293011,1500
SID293157,2700
SID293207,1500
SID293239,6250
SID293278,1700
SID293319,2100
SID293365,1700
SID293409,1700
SID293464,1900
SID293499,1700
SID293555,1900
SID293615,1900
SID293622,2300
SID29367,5250
SID293719,2300
SID293737,2500
SID294070,1500
SID294100,1500
SID294130,1900
SID294153,2500
SID294170,2300
SID294185,3300
SID294212,4900
SID294281,1700
SID294405,4500
SID294450,1500
SID294495,2100
SID294545,1900
SID294557,2900
SID294574,2500
SID294591,2300
SID294647,3100
SID294674,1900
SID294689,2500
SID294707,1500
SID294713,3100
SID294748,1700
SID294757,1900
SID294761,1500
SID294818,1700
SID294821,2900
SID294943,1300
SID294960,2900
SID295023,2500
SID295103,2700
SID295124,2100
SID295192,1500
SID295205,1500
SID295260,1700
SID295347,2700
SID295433,1900
SID295549,2900
SID295559,2700
SID295689,1700
SID295745,2300
SID295947,2100
SID296139,2300
SID296192,3900
SID296227,1900
SID296261,2300
SID296262,4900
SID296332,2700
SID296379,1900
SID296392,2300
SID296404,1900
SID29643,2100
SID296448,2100
SID296566,2100
SID296577,2900
SID296699,4900
SID296711,1900
SID29676,3900
SID296787,1900
SID296832,1900
SID296848,2300
SID296984,1500
SID297038,3300
SID297060,6250
SID297172,2300
SID297427,1900
SID297451,2100
SID297562,1700
SID297649,2500
SID297669,3900
SID297890,2900
SID297913,2700
SID29801,8500
SID298099,2300
SID298114,3100
SID298140,2700
SID298142,1700
SID298218,1900
SID298250,2900
SID298258,2700
SID298270,2100
SID298383,1900
SID298400,1300
SID298476,2300
SID298548,2900
SID298585,2500
SID298658,2300
SID298661,2900
SID298670,1500
SID298671,2100
SID298812,2700
SID299027,1500
SID299039,2100
SID299057,3500
SID299150,1900
SID299172,1500
SID299175,1500
SID299183,3100
SID299191,4500
SID299204,2100
SID299219,1500
SID29923,4300
SID299258,2100
SID299300,1900
SID299385,1900
SID299392,2500
SID299408,2500
SID299564,2900
SID299674,2100
SID299706,2100
SID299988,1300
SID300087,1900
SID300124,2700
SID300170,2900
SID300182,3500
SID300253,6250
SID300256,2900
SID300260,2700
SID300273,2500
SID300294,2700
SID300411,1700
SID300424,1500
SID300435,1300
SID30050,1500
SID300545,3100
SID300597,1900
SID300645,2500
SID300649,1900
SID300654,1100
SID300672,2500
SID300764,2700
SID300917,1900
SID300936,2700
SID300954,2900
SID300968,3100
SID300988,1700
SID301031,2900
SID301094,3100
SID301179,6750
SID301188,1700
SID301317,4900
SID301367,2900
SID301431,2100
SID301456,2700
SID301489,3500
SID301522,2900
SID301592,4100
SID301595,1300
SID301727,3500
SID301733,6250
SID301739,2300
SID301742,1900
SID301776,2100
SID301791,1700
SID301812,2100
SID301977,2900
SID302151,2300
SID302200,1900
SID302473,2900
SID302527,2500
SID302538,2900
SID302593,1900
SID302597,1700
SID302668,1700
SID302688,2300
SID302776,1500
SID302809,2300
SID302852,2100
SID302876,4100
SID30289,2100
SID302937,3500
SID303002,5750
SID303044,2700
SID303051,1700
SID303066,3500
SID303160,1300
SID303178,1500
SID303199,1700
SID303228,1900
SID303304,1900
SID303309,1500
SID30346,3100
SID303507,1900
SID303513,1500
SID303541,1900
SID303583,1900
SID303805,1500
SID303869,2300
SID303889,4900
SID304076,2700
SID30410,2300
SID30415,1900
SID304207,3100
SID304311,1300
SID304406,3700
SID30442,2700
SID304504,1900
SID304507,3500
SID304512,1900
SID304549,4300
SID304657,1500
SID304710,3100
SID30479,3500
SID30483,1700
SID304881,2100
SID305014,2500
SID305161,2500
SID305348,4100
SID305391,2100
SID305431,1500
SID305432,1500
SID305433,1500
SID305476,4500
SID305479,3900
SID305611,2300
SID305699,2300
SID305714,3300
SID3058,2500
SID305897,1700
SID305990,2300
SID306063,3100
SID306066,1700
SID306111,1700
SID306164,1700
SID306218,3500
SID306307,1900
SID306404,4500
SID306442,4500
SID306470,4700
SID306521,1700
SID306593,6250
SID306689,1700
SID306705,2900
SID306720,2300
SID306732,1900
SID306945,2300
SID307099,3700
SID307102,2300
SID307108,2100
SID307148,1900
SID307196,2100
SID307208,2300
SID30733,2900
SID307352,2300
SID307362,6250
SID307419,2500
SID307499,2900
SID307520,1500
SID307527,2500
SID307532,2300
SID307550,3900
SID307577,2300
SID307651,2900
SID307663,4500
SID307715,3700
SID307746,2500
SID307758,1300
SID307763,1700
SID307764,1500
SID307768,2300
SID307820,1500
SID307825,1900
SID307857,4100
SID307903,1700
SID308009,1700
SID308071,1900
SID308175,1900
SID308199,2500
SID308200,2500
SID308201,2500
SID308259,2900
SID3083,1700
SID308340,1700
SID308348,2300
SID30836,4900
SID308360,2500
SID308409,2300
SID30842,3100
SID308506,1700
SID308524,2100
SID308551,2500
SID308682,1700
SID308799,1900
SID308858,3700
SID308950,3900
SID308966,2300
SID308982,2300
SID309008,2300
SID309164,1900
SID309241,1700
SID309334,3300
SID309369,1700
SID309397,1700
SID309403,2100
SID309499,1700
SID309650,3100
SID309651,1500
SID30966,1500
SID309663,3100
SID309743,1700
SID309760,3300
SID309854,2100
SID30989,3100
SID309936,1900
SID309946,1300
SID310072,1500
SID310078,1900
SID310194,2500
SID310222,2300
SID310301,1500
SID310302,3100
SID310389,1500
SID310446,1900
SID310494,2500
SID310519,2500
SID310526,3300
SID310627,1700
SID310723,1900
SID310737,2700
SID310746,2100
SID31084,2700
SID31089,2500
SID311120,2500
SID311135,2900
SID311243,2500
SID311258,2300
SID311328,2700
SID311345,2100
SID311460,2900
SID311471,1700
SID311483,3100
SID31158,1900
SID311634,1900
SID311735,1900
SID311741,2900
SID311761,2300
SID31177,3700
SID311921,2300
SID311947,1900
SID311994,2700
SID312016,3100
SID312102,2100
SID31217,3300
SID31219,2100
SID312279,1700
SID312282,1700
SID312372,1300
SID312393,1500
SID312425,1500
SID312467,1900
SID31247,2300
SID312527,1300
SID312557,2300
SID312687,2500
SID312691,2500
SID312708,1900
SID312709,2500
SID312718,4700
SID312789,2100
SID312857,1900
SID31291,2900
SID312941,3100
SID312975,2300
SID31302,1900
SID313101,2900
SID313174,3300
SID313265,3900
SID313329,2700
SID313346,3100
SID313375,1900
SID313405,2900
SID313412,4500
SID313512,2900
SID313620,2100
SID313749,2700
SID313752,2900
SID313758,2300
SID313816,2100
SID314251,2900
SID314271,3100
SID314478,2300
SID3145,1900
SID314508,4100
SID31451,4100
SID314618,2700
SID314672,4500
SID314702,3100
SID314740,4500
SID314770,1900
SID314788,1300
SID314830,1100
SID314895,2500
SID315055,1900
SID315139,3900
SID315247,2100
SID315248,1900
SID315403,1700
SID315408,3700
SID315430,2300
SID31559,3500
SID315602,5750
SID315603,1900
SID315676,2900
SID315701,3300
SID315803,1900
SID315827,3100
SID315915,2500
SID315919,4500
SID316019,1700
SID316070,2100
SID316087,5250
SID316168,1900
SID316248,3500
SID316262,1900
SID316263,4500
SID316308,4500
SID316334,2100
SID31647,2300
SID316490,1100
SID316596,3300
SID316626,3700
SID316764,1500
SID316915,2100
SID316965,1700
SID316983,3900
SID317068,3500
SID317210,2900
SID317223,2500
SID317258,1700
SID317269,3500
SID317285,2100
SID317501,3100
SID317575,5250
SID317791,1500
SID317838,2500
SID317902,2300
SID317939,2500
SID317961,1900
SID317974,1900
SID317992,4300
SID318007,1900
SID31803,3900
SID318081,1900
SID318110,2900
SID318124,4300
SID3182,2300
SID318210,3100
SID318214,2500
SID318229,1900
SID318287,4100
SID318297,2100
SID318430,2500
SID318479,1500
SID318486,2900
SID318666,3500
SID318702,2900
SID318772,1700
SID31880,3900
SID318821,1900
SID31885,6750
SID318889,2700
SID31890,2100
SID318974,2900
SID318992,2300
SID319098,4100
SID319255,6750
SID319272,1300
SID319424,1900
SID319432,2100
SID319555,1700
SID319708,1700
SID319715,2500
SID319731,2700
SID319737,2100
SID31977,2100
SID319794,2100
SID319831,2700
SID319872,2900
SID31997,1100
SID319979,3300
SID319989,3300
SID320294,1300
SID320342,3100
SID320449,3900
SID320472,1500
SID320512,4300
SID320679,2700
SID320683,1500
SID320768,2100
SID32096,2100
SID32098,2300
SID32100,2700
SID321021,1700
SID321024,1900
SID321040,3700
SID321095,2300
SID321117,2300
SID321153,3900
SID321173,1500
SID321334,1900
SID321404,1700
SID32142,3500
SID321438,2100
SID321524,7500
SID321573,1900
SID321577,2100
SID321596,3300
SID321598,1500
SID321635,1500
SID321705,1900
SID321711,1700
SID321742,2300
SID321750,2100
SID321811,2100
SID321845,3100
SID321863,1900
SID321872,4700
SID321881,1900
SID322039,4900
SID322050,1500
SID322168,2100
SID322182,3700
SID322201,2900
SID322204,3900
SID322222,1700
SID322272,2500
SID322334,2100
SID322350,2700
SID32236,3100
SID322593,7500
SID322646,2500
SID322647,1500
SID32265,2500
SID322710,2300
SID322735,4500
SID322849,3900
SID322876,1900
SID322948,1700
SID322967,1700
SID322988,3100
SID323049,1700
SID323051,3300
SID323052,3300
SID323103,1900
SID32311,1700
SID32314,1500
SID323161,1500
SID323187,3100
SID323199,2300
SID323211,1900
SID32325,4500
SID323259,1500
SID323273,2900
SID323274,7500
SID3233,2500
SID323332,1900
SID323381,1900
SID323477,2500
SID323497,3100
SID323528,3500
SID323589,2100
SID323637,3700
SID323701,1900
SID323728,2700
SID323790,2300
SID32382,2100
SID323865,1900
SID323872,2700
SID323906,3100
SID323950,2100
SID323962,3500
SID323964,6750
SID323971,2500
SID324071,2100
SID32412,2100
SID324144,2300
SID324150,2500
SID324215,1700
SID324238,1900
SID32427,2100
SID324320,2500
SID324332,1900
SID324361,5250
SID324420,3100
SID324517,1900
SID324652,1700
SID324760,2900
SID324864,2700
SID324955,1700
SID325082,8500
SID325089,1500
SID325135,2500
SID325142,2300
SID32517,2700
SID325192,2700
SID325255,2500
SID325256,1900
SID32547,1900
SID325712,3300
SID325765,2100
SID325806,2100
SID32584,2100
SID325953,3300
SID32598,4500
SID32609,2700
SID326101,2300
SID326152,3900
SID326217,1500
SID326242,1100
SID326249,2100
SID326250,1700
SID326253,3900
SID326320,3100
SID326322,2900
SID326376,1900
SID3264,1700
SID326429,1500
SID326448,3100
SID326624,3300
SID326695,1500
SID326810,1900
SID326828,3700
SID326854,2500
SID326879,2500
SID326913,1700
SID326946,2700
SID327061,4100
SID327183,2100
SID327185,2300
SID327232,1700
SID327239,3700
SID327274,2500
SID327339,1500
SID327438,1900
SID327466,2900
SID327527,2900
SID327533,4900
SID327553,1900
SID327593,1500
SID327685,2100
SID327732,3100
SID327745,2500
SID327749,1900
SID327811,3100
SID327868,6250
SID327971,1500
SID328007,1500
SID32801,2300
SID328142,2700
SID328174,2100
SID328196,2700
SID328277,4900
SID328405,1500
SID328415,3500
SID328431,2700
SID328454,5750
SID328517,1500
SID328522,5750
SID328590,2100
SID328678,1300
SID328683,2700
SID328687,3100
SID328706,2300
SID328729,1900
SID328825,1500
SID328904,3300
SID328939,1700
SID328993,7500
SID329009,1900
SID329060,3900
SID329190,3100
SID329268,1700
SID329283,1900
SID32929,6250
SID329339,1900
SID329340,1700
SID329440,2300
SID329551,1900
SID32959,3500
SID329756,1700
SID32978,1300
SID329855,1300
SID329893,2300
SID329900,1700
SID329922,1900
SID329936,3100
SID329970,2700
SID330048,1900
SID330127,2100
SID330205,1900
SID330337,4100
SID330339,4100
SID330370,3100
SID330597,2500
SID33060,2100
SID330659,1500
SID330733,4700
SID330773,3900
SID330875,1500
SID33089,1700
SID33090,2300
SID330918,5750
SID330933,3700
SID330962,1700
SID330963,3300
SID33102,2900
SID331055,1900
SID331079,2100
SID33119,5750
SID331208,6750
SID331309,1700
SID331348,5250
SID331402,1300
SID331503,2100
SID331685,1700
SID3317,1900
SID331941,4100
SID331985,2100
SID332057,2500
SID332101,3900
SID33213,3300
SID332168,1500
SID332215,1100
SID332259,2100
SID332291,4100
SID332339,2900
SID332429,1900
SID332434,3500
SID332444,1700
SID332530,1900
SID332670,2500
SID332675,3100
SID332714,3100
SID33278,2700
SID332990,4700
SID333006,1700
SID333082,4900
SID333083,1900
SID333137,2300
SID333179,3500
SID33318,1700
SID333238,3300
SID333246,2500
SID333248,2100
SID333323,1700
SID333359,1900
SID333468,2500
SID333490,3100
SID333519,4500
SID333615,4900
SID333623,8500
SID333637,2500
SID333674,2100
SID333712,1900
SID333765,3700
SID333849,2500
SID333856,2100
SID333881,2100
SID333954,1700
SID33396,1700
SID333980,1700
SID334043,1500
SID334108,4700
SID334144,1900
SID334156,2900
SID334157,2700
SID334214,2100
SID33428,2300
SID334294,3500
SID33437,2300
SID334402,3500
SID334466,3500
SID334517,3300
SID334594,1700
SID334618,2900
SID334637,1700
SID334644,2300
SID334700,2900
SID334865,3100
SID334956,2100
SID335003,2300
SID335076,3500
SID335095,2700
SID335124,1500
SID3352,3900
SID335200,2500
SID335230,3500
SID335234,2700
SID335241,1700
SID335292,2700
SID335429,1500
SID335438,4500
SID335490,1500
SID335523,3700
SID335536,1900
SID335604,3300
SID335737,2300
SID335764,2100
SID335812,3500
SID335827,2500
SID335973,1700
SID336006,1700
SID336012,2900
SID336061,2900
SID336071,4700
SID336124,2100
SID336140,2300
SID336261,2300
SID336280,4900
SID336293,7500
SID336375,1900
SID336417,2900
SID336426,1700
SID336428,2700
SID336501,2300
SID33662,3100
SID336631,2900
SID336672,1500
SID336736,3900
SID336772,3100
SID33715,2100
SID33731,2300
SID337356,1900
SID337357,2100
SID337388,2300
SID337394,2500
SID33740,1500
SID337444,1500
SID337464,3100
SID337465,3300
SID337507,3300
SID337624,2700
SID337636,2100
SID337842,1700
SID337859,2500
SID33791,2700
SID337950,1900
SID338041,2700
SID338060,1300
SID338073,2300
SID338082,3900
SID338088,3500
SID338187,4300
SID338251,2500
SID338313,3100
SID33833,1500
SID338348,5250
SID338356,6250
SID338398,2300
SID338403,1900
SID338411,1700
SID33847,3100
SID338500,1900
SID338529,2300
SID338639,5750
SID33870,1700
SID338841,2700
SID338843,1900
SID338917,1900
SID338930,3500
SID338954,2900
SID339057,3300
SID339135,2100
SID339184,1500
SID3392,6250
SID339254,1300
SID339298,1900
SID339398,2500
SID339614,3900
SID339631,1900
SID339657,2300
SID339683,5750
SID339830,1900
SID339924,3500
SID339956,3100
SID339971,2500
SID339975,2700
SID340014,2500
SID340034,3900
SID340094,2500
SID34013,2100
SID340238,1500
SID340272,2100
SID340327,2500
SID340577,1900
SID340592,3100
SID34061,2500
SID340622,2900
SID340692,1700
SID340724,1700
SID340751,6250
SID340796,2900
SID3408,3100
SID340804,2500
SID340837,2300
SID340935,2300
SID340944,2300
SID340972,2300
SID340984,1700
SID341121,1900
SID341132,2300
SID341240,1500
SID341264,3100
SID341281,1900
SID34131,2700
SID341338,2500
SID341343,3300
SID341358,2500
SID341377,2900
SID341529,1900
SID341651,3300
SID341794,2500
SID341805,3900
SID341851,1700
SID341875,1700
SID341888,2900
SID34190,3100
SID342047,3500
SID342059,1500
SID342081,5250
SID342145,2300
SID342182,2900
SID342232,1500
SID34225,5250
SID342400,2100
SID342403,2700
SID342441,3100
SID342481,3300
SID342484,1900
SID342535,2100
SID342538,3500
SID342553,2100
SID342569,1900
